1 - 1 for period 0 to 0
2340, 0, Brought Forward Balance,,,0
2340,0, Balance C/Fwd,,,0
2350 - 0 for period 0 to 0
2350, 0, Brought Forward Balance,,,0
2350,0, Balance C/Fwd,,,0
2360 - 0 for period 0 to 0
2360, 0, Brought Forward Balance,,,0
2360,0, Balance C/Fwd,,,0
2400 - 0 for period 0 to 0
2400, 0, Brought Forward Balance,,,0
2400,0, Balance C/Fwd,,,0
2410 - 0 for period 0 to 0
2410, 0, Brought Forward Balance,,,0
2410,0, Balance C/Fwd,,,0
2420 - 0 for period 0 to 0
2420, 0, Brought Forward Balance,,,0
2420,0, Balance C/Fwd,,,0
2450 - 0 for period 0 to 0
2450, 0, Brought Forward Balance,,,0
2450,0, Balance C/Fwd,,,0
2460 - 0 for period 0 to 0
2460, 0, Brought Forward Balance,,,0
2460,0, Balance C/Fwd,,,0
2470 - 0 for period 0 to 0
2470, 0, Brought Forward Balance,,,0
2470,0, Balance C/Fwd,,,0
2480 - 0 for period 0 to 0
2480, 0, Brought Forward Balance,,,0
2480,0, Balance C/Fwd,,,0
2500 - 0 for period 0 to 0
2500, 0, Brought Forward Balance,,,0
2500,0, Balance C/Fwd,,,0
2550 - 0 for period 0 to 0
2550, 0, Brought Forward Balance,,,0
2550,0, Balance C/Fwd,,,0
2560 - 0 for period 0 to 0
2560, 0, Brought Forward Balance,,,0
2560,0, Balance C/Fwd,,,0
2600 - 0 for period 0 to 0
2600, 0, Brought Forward Balance,,,0
2600,0, Balance C/Fwd,,,0
2700 - 0 for period 0 to 0
2700, 0, Brought Forward Balance,,,0
2700,0, Balance C/Fwd,,,0
2720 - 0 for period 0 to 0
2720, 0, Brought Forward Balance,,,0
2720,0, Balance C/Fwd,,,0
2740 - 0 for period 0 to 0
2740, 0, Brought Forward Balance,,,0
2740,0, Balance C/Fwd,,,0
2760 - 0 for period 0 to 0
2760, 0, Brought Forward Balance,,,0
2760,0, Balance C/Fwd,,,0
2800 - 0 for period 0 to 0
2800, 0, Brought Forward Balance,,,0
2800,0, Balance C/Fwd,,,0
2900 - 0 for period 0 to 0
2900, 0, Brought Forward Balance,,,0
2900,0, Balance C/Fwd,,,0
3100 - 0 for period 0 to 0
3100, 0, Brought Forward Balance,,,0
3100,0, Balance C/Fwd,,,0
3200 - 0 for period 0 to 0
3200, 0, Brought Forward Balance,,,0
3200,0, Balance C/Fwd,,,0
3300 - 0 for period 0 to 0
3300, 0, Brought Forward Balance,,,0
3300,0, Balance C/Fwd,,,0
3400 - 0 for period 0 to 0
3400, 0, Brought Forward Balance,,,0
3400,0, Balance C/Fwd,,,0
3500 - 0 for period 0 to 0
3500, 0, Brought Forward Balance,,,0
3500,0, Balance C/Fwd,,,0
4100 - 1 for period 0 to 0
4100,0, Total Period Movement,,,0
4200 - 1 for period 0 to 0
4200,0, Total Period Movement,,,0
4500 - 1 for period 0 to 0
4500,0, Total Period Movement,,,0
4600 - 1 for period 0 to 0
4600,0, Total Period Movement,,,0
4700 - 1 for period 0 to 0
4700,0, Total Period Movement,,,0
4800 - 1 for period 0 to 0
4800,0, Total Period Movement,,,0
4900 - 1 for period 0 to 0
4900,0, Total Period Movement,,,0
5000 - 1 for period 0 to 0
5000,0, Total Period Movement,,,0
5100 - 1 for period 0 to 0
5100,0, Total Period Movement,,,0
5200 - 1 for period 0 to 0
5200,0, Total Period Movement,,,0
5500 - 1 for period 0 to 0
5500,0, Total Period Movement,,,0
5600 - 1 for period 0 to 0
5600,0, Total Period Movement,,,0
5700 - 1 for period 0 to 0
5700,0, Total Period Movement,,,0
5800 - 1 for period 0 to 0
5800,0, Total Period Movement,,,0
5900 - 1 for period 0 to 0
5900,0, Total Period Movement,,,0
6100 - 1 for period 0 to 0
6100,0, Total Period Movement,,,0
6150 - 1 for period 0 to 0
6150,0, Total Period Movement,,,0
6200 - 1 for period 0 to 0
6200,0, Total Period Movement,,,0
6250 - 1 for period 0 to 0
6250,0, Total Period Movement,,,0
6300 - 1 for period 0 to 0
6300,0, Total Period Movement,,,0
6400 - 1 for period 0 to 0
6400,0, Total Period Movement,,,0
6500 - 1 for period 0 to 0
6500,0, Total Period Movement,,,0
6550 - 1 for period 0 to 0
6550,0, Total Period Movement,,,0
6590 - 1 for period 0 to 0
6590,0, Total Period Movement,,,0
6600 - 1 for period 0 to 0
6600,0, Total Period Movement,,,0
6700 - 1 for period 0 to 0
6700,0, Total Period Movement,,,0
6800 - 1 for period 0 to 0
6800,0, Total Period Movement,,,0
6900 - 1 for period 0 to 0
6900,0, Total Period Movement,,,0
7020 - 1 for period 0 to 0
7020,0, Total Period Movement,,,0
7030 - 1 for period 0 to 0
7030,0, Total Period Movement,,,0
7040 - 1 for period 0 to 0
7040,0, Total Period Movement,,,0
7050 - 1 for period 0 to 0
7050,0, Total Period Movement,,,0
7060 - 1 for period 0 to 0
7060,0, Total Period Movement,,,0
7070 - 1 for period 0 to 0
7070,0, Total Period Movement,,,0
7080 - 1 for period 0 to 0
7080,0, Total Period Movement,,,0
7090 - 1 for period 0 to 0
7090,0, Total Period Movement,,,0
7100 - 1 for period 0 to 0
7100,0, Total Period Movement,,,0
7150 - 1 for period 0 to 0
